Dendrite: 0,Timestep 1 (Luminosity),Timestep 2 (Luminosity),Timestep 3 (Luminosity),Timestep 4 (Luminosity),Timestep 5 (Luminosity),Timestep 6 (Luminosity),Timestep 7 (Luminosity),Timestep 8 (Luminosity)
"[227.0, 345.0]",174.0,125.0,144.0,157.0,131.0,178.0,182.0,247.0
"[227.0, 346.0]",160.0,101.0,128.0,121.0,141.0,187.0,205.0,216.0
"[226.0, 346.0]",154.0,90.0,165.0,148.0,105.0,163.0,151.0,137.0
"[226.0, 347.0]",175.0,66.0,137.0,101.0,122.0,164.0,167.0,131.0
"[226.0, 349.0]",146.0,82.0,102.0,85.0,89.0,148.0,131.0,121.0
"[226.0, 350.0]",131.0,101.0,107.0,87.0,130.0,175.0,97.0,86.0
"[226.0, 350.0]",131.0,101.0,107.0,87.0,130.0,175.0,97.0,86.0
"[226.0, 352.0]",169.0,127.0,105.0,102.0,212.0,128.0,119.0,57.0
"[226.0, 353.0]",197.0,122.0,140.0,115.0,157.0,100.0,79.0,54.0
"[226.0, 353.0]",197.0,122.0,140.0,115.0,157.0,100.0,79.0,54.0
"[226.0, 355.0]",159.0,91.0,101.0,210.0,188.0,143.0,132.0,80.0
"[226.0, 355.0]",159.0,91.0,101.0,210.0,188.0,143.0,132.0,80.0
"[226.0, 357.0]",181.0,86.0,120.0,133.0,193.0,167.0,153.0,116.0
"[226.0, 358.0]",139.0,81.0,145.0,160.0,169.0,139.0,203.0,122.0
"[226.0, 358.0]",139.0,81.0,145.0,160.0,169.0,139.0,203.0,122.0
"[226.0, 360.0]",149.0,99.0,113.0,121.0,165.0,158.0,151.0,177.0
"[226.0, 361.0]",104.0,102.0,91.0,107.0,162.0,140.0,176.0,147.0
"[226.0, 361.0]",104.0,102.0,91.0,107.0,162.0,140.0,176.0,147.0
"[226.0, 363.0]",91.0,123.0,119.0,81.0,129.0,177.0,142.0,151.0
"[226.0, 364.0]",85.0,33.0,94.0,101.0,119.0,117.0,117.0,129.0
"[226.0, 365.0]",114.0,61.0,74.0,48.0,135.0,184.0,96.0,136.0
"[226.0, 366.0]",74.0,45.0,75.0,42.0,144.0,109.0,98.0,86.0
"[226.0, 367.0]",78.0,25.0,50.0,27.0,102.0,76.0,91.0,104.0
"[226.0, 367.0]",78.0,25.0,50.0,27.0,102.0,76.0,91.0,104.0
"[226.0, 369.0]",88.0,27.0,45.0,45.0,80.0,77.0,74.0,85.0
"[226.0, 370.0]",72.0,20.0,58.0,38.0,61.0,73.0,69.0,67.0
"[226.0, 370.0]",72.0,20.0,58.0,38.0,61.0,73.0,69.0,67.0
"[226.0, 371.0]",66.0,33.0,49.0,41.0,43.0,87.0,123.0,82.0
"[227.0, 372.0]",70.0,33.0,89.0,39.0,71.0,104.0,71.0,131.0
"[227.0, 374.0]",74.0,32.0,37.0,66.0,64.0,67.0,75.0,106.0
"[227.0, 375.0]",68.0,29.0,60.0,48.0,104.0,65.0,88.0,74.0
"[227.0, 376.0]",63.0,35.0,39.0,33.0,75.0,70.0,146.0,148.0
"[227.0, 377.0]",60.0,35.0,58.0,41.0,78.0,89.0,97.0,109.0
"[227.0, 378.0]",104.0,42.0,66.0,56.0,127.0,82.0,134.0,208.0
"[227.0, 379.0]",88.0,78.0,66.0,70.0,120.0,133.0,179.0,150.0
"[227.0, 379.0]",88.0,78.0,66.0,70.0,120.0,133.0,179.0,150.0
"[227.0, 381.0]",74.0,81.0,65.0,93.0,105.0,105.0,201.0,182.0
"[227.0, 382.0]",98.0,116.0,76.0,96.0,109.0,165.0,123.0,176.0
"[227.0, 383.0]",109.0,146.0,112.0,95.0,89.0,116.0,158.0,216.0
"[227.0, 384.0]",86.0,128.0,103.0,178.0,106.0,166.0,169.0,204.0
"[227.0, 384.0]",86.0,128.0,103.0,178.0,106.0,166.0,169.0,204.0
"[227.0, 386.0]",133.0,150.0,138.0,152.0,116.0,131.0,224.0,146.0
"[227.0, 387.0]",128.0,147.0,122.0,144.0,133.0,133.0,152.0,148.0
"[227.0, 387.0]",128.0,147.0,122.0,144.0,133.0,133.0,152.0,148.0
"[228.0, 389.0]",58.0,135.0,160.0,83.0,160.0,123.0,218.0,155.0
"[228.0, 390.0]",85.0,146.0,99.0,80.0,126.0,89.0,184.0,139.0
"[228.0, 391.0]",99.0,104.0,99.0,53.0,114.0,129.0,112.0,167.0
"[228.0, 391.0]",99.0,104.0,99.0,53.0,114.0,129.0,112.0,167.0
"[228.0, 393.0]",74.0,40.0,45.0,28.0,110.0,91.0,125.0,112.0
"[228.0, 394.0]",110.0,41.0,41.0,41.0,75.0,92.0,76.0,167.0
"[228.0, 395.0]",86.0,29.0,36.0,22.0,55.0,65.0,74.0,107.0
"[228.0, 396.0]",63.0,36.0,43.0,33.0,50.0,39.0,73.0,108.0
"[228.0, 397.0]",49.0,18.0,44.0,24.0,42.0,53.0,56.0,59.0
"[228.0, 397.0]",49.0,18.0,44.0,24.0,42.0,53.0,56.0,59.0
"[228.0, 398.0]",56.0,27.0,22.0,30.0,42.0,40.0,47.0,105.0
"[228.0, 399.0]",79.0,16.0,28.0,18.0,25.0,23.0,48.0,77.0
"[228.0, 401.0]",41.0,17.0,18.0,22.0,22.0,37.0,40.0,62.0
"[229.0, 402.0]",80.0,28.0,28.0,20.0,37.0,40.0,44.0,53.0
"[229.0, 403.0]",64.0,14.0,16.0,15.0,34.0,41.0,43.0,52.0
"[229.0, 404.0]",38.0,16.0,18.0,13.0,26.0,30.0,38.0,49.0
"[229.0, 404.0]",38.0,16.0,18.0,13.0,26.0,30.0,38.0,49.0
"[229.0, 406.0]",30.0,13.0,22.0,7.0,23.0,36.0,32.0,41.0
"[229.0, 407.0]",31.0,16.0,11.0,13.0,18.0,20.0,30.0,33.0
"[229.0, 408.0]",22.0,9.0,9.0,17.0,12.0,11.0,28.0,15.0
"[229.0, 409.0]",32.0,13.0,12.0,11.0,23.0,13.0,20.0,18.0
"[229.0, 410.0]",21.0,9.0,20.0,15.0,20.0,14.0,12.0,23.0
"[229.0, 411.0]",18.0,13.0,18.0,7.0,8.0,13.0,15.0,17.0
"[229.0, 412.0]",16.0,7.0,12.0,11.0,21.0,11.0,14.0,24.0
"[229.0, 413.0]",28.0,9.0,10.0,19.0,14.0,22.0,19.0,13.0
"[230.0, 413.0]",17.0,11.0,10.0,15.0,7.0,19.0,24.0,12.0
"[230.0, 415.0]",15.0,30.0,11.0,12.0,8.0,14.0,16.0,18.0
"[230.0, 416.0]",20.0,12.0,11.0,17.0,12.0,18.0,39.0,30.0
"[230.0, 416.0]",20.0,12.0,11.0,17.0,12.0,18.0,39.0,30.0
"[230.0, 418.0]",21.0,8.0,9.0,18.0,26.0,24.0,14.0,21.0
"[230.0, 419.0]",11.0,14.0,11.0,19.0,16.0,11.0,14.0,13.0
"[230.0, 420.0]",18.0,7.0,16.0,9.0,14.0,8.0,12.0,12.0
"[230.0, 421.0]",18.0,11.0,8.0,8.0,17.0,23.0,34.0,16.0
"[230.0, 422.0]",14.0,9.0,4.0,10.0,10.0,22.0,27.0,18.0
"[230.0, 423.0]",19.0,11.0,13.0,12.0,13.0,21.0,9.0,14.0
"[230.0, 423.0]",19.0,11.0,13.0,12.0,13.0,21.0,9.0,14.0
"[230.0, 424.0]",21.0,11.0,18.0,15.0,14.0,14.0,16.0,12.0
"[230.0, 426.0]",14.0,16.0,16.0,7.0,10.0,20.0,17.0,14.0
"[230.0, 427.0]",28.0,17.0,11.0,13.0,14.0,10.0,16.0,17.0
"[230.0, 428.0]",14.0,15.0,22.0,11.0,18.0,18.0,24.0,16.0
"[230.0, 428.0]",14.0,15.0,22.0,11.0,18.0,18.0,24.0,16.0
"[230.0, 430.0]",11.0,9.0,10.0,13.0,11.0,18.0,13.0,19.0
"[230.0, 431.0]",14.0,13.0,15.0,12.0,16.0,18.0,14.0,18.0
"[230.0, 432.0]",16.0,18.0,11.0,15.0,12.0,14.0,12.0,18.0
"[230.0, 433.0]",16.0,19.0,23.0,14.0,18.0,24.0,21.0,27.0
"[230.0, 433.0]",16.0,19.0,23.0,14.0,18.0,24.0,21.0,27.0
"[230.0, 435.0]",16.0,16.0,29.0,18.0,23.0,20.0,33.0,26.0
"[231.0, 436.0]",29.0,14.0,16.0,28.0,15.0,22.0,20.0,24.0
"[231.0, 436.0]",29.0,14.0,16.0,28.0,15.0,22.0,20.0,24.0
"[231.0, 437.0]",29.0,14.0,26.0,15.0,31.0,33.0,13.0,39.0
"[231.0, 439.0]",50.0,16.0,33.0,39.0,39.0,27.0,30.0,45.0
"[231.0, 439.0]",50.0,16.0,33.0,39.0,39.0,27.0,30.0,45.0
"[231.0, 440.0]",78.0,17.0,40.0,23.0,28.0,50.0,64.0,66.0
"[231.0, 442.0]",106.0,41.0,41.0,40.0,54.0,69.0,60.0,121.0
"[231.0, 442.0]",106.0,41.0,41.0,40.0,54.0,69.0,60.0,121.0
"[231.0, 444.0]",97.0,73.0,69.0,95.0,92.0,66.0,104.0,121.0
"[231.0, 445.0]",175.0,81.0,103.0,120.0,128.0,121.0,122.0,150.0
"[231.0, 445.0]",175.0,81.0,103.0,120.0,128.0,121.0,122.0,150.0
"[231.0, 447.0]",155.0,118.0,174.0,225.0,154.0,202.0,228.0,217.0
"[231.0, 448.0]",231.0,192.0,255.0,240.0,220.0,253.0,204.0,230.0
"[231.0, 449.0]",224.0,242.0,255.0,255.0,178.0,255.0,229.0,255.0
"[231.0, 450.0]",238.0,182.0,255.0,255.0,231.0,250.0,246.0,255.0
"[231.0, 451.0]",230.0,213.0,243.0,223.0,226.0,255.0,231.0,255.0
"[231.0, 451.0]",230.0,213.0,243.0,223.0,226.0,255.0,231.0,255.0
"[231.0, 452.0]",252.0,220.0,255.0,242.0,247.0,255.0,255.0,255.0
"[231.0, 454.0]",224.0,227.0,229.0,242.0,249.0,255.0,226.0,246.0
"[231.0, 454.0]",224.0,227.0,229.0,242.0,249.0,255.0,226.0,246.0
"[231.0, 456.0]",215.0,176.0,175.0,167.0,169.0,203.0,188.0,244.0
"[231.0, 457.0]",244.0,217.0,152.0,93.0,159.0,142.0,177.0,214.0
"[231.0, 458.0]",172.0,186.0,82.0,77.0,133.0,146.0,151.0,155.0
"[231.0, 459.0]",200.0,116.0,95.0,56.0,107.0,83.0,124.0,183.0
"[231.0, 459.0]",200.0,116.0,95.0,56.0,107.0,83.0,124.0,183.0
"[231.0, 461.0]",131.0,104.0,97.0,67.0,69.0,113.0,91.0,171.0
"[231.0, 462.0]",131.0,100.0,107.0,33.0,67.0,57.0,76.0,129.0
"[231.0, 462.0]",131.0,100.0,107.0,33.0,67.0,57.0,76.0,129.0
"[231.0, 463.0]",119.0,51.0,99.0,64.0,41.0,59.0,79.0,118.0
"[231.0, 465.0]",86.0,97.0,67.0,53.0,82.0,63.0,45.0,110.0
"[231.0, 465.0]",86.0,97.0,67.0,53.0,82.0,63.0,45.0,110.0
"[232.0, 467.0]",68.0,107.0,97.0,48.0,72.0,87.0,112.0,80.0
"[232.0, 467.0]",68.0,107.0,97.0,48.0,72.0,87.0,112.0,80.0
"[232.0, 469.0]",89.0,128.0,151.0,123.0,77.0,114.0,109.0,161.0
"[232.0, 470.0]",93.0,165.0,142.0,150.0,128.0,131.0,148.0,159.0
"[232.0, 471.0]",82.0,147.0,194.0,149.0,136.0,154.0,201.0,185.0
"[232.0, 472.0]",113.0,140.0,128.0,136.0,133.0,121.0,195.0,168.0
"[232.0, 473.0]",107.0,177.0,105.0,106.0,141.0,146.0,172.0,202.0
"[232.0, 474.0]",92.0,135.0,78.0,101.0,170.0,218.0,145.0,142.0
"[232.0, 475.0]",101.0,120.0,117.0,89.0,165.0,112.0,176.0,163.0
"[232.0, 475.0]",101.0,120.0,117.0,89.0,165.0,112.0,176.0,163.0
"[232.0, 476.0]",79.0,44.0,57.0,105.0,145.0,103.0,108.0,153.0
"[232.0, 477.0]",93.0,26.0,36.0,30.0,77.0,116.0,76.0,93.0
"[232.0, 479.0]",65.0,29.0,69.0,40.0,61.0,54.0,55.0,62.0
"[232.0, 480.0]",54.0,51.0,85.0,43.0,51.0,59.0,92.0,87.0
"[232.0, 480.0]",54.0,51.0,85.0,43.0,51.0,59.0,92.0,87.0
"[232.0, 482.0]",75.0,103.0,108.0,110.0,79.0,110.0,93.0,164.0
"[232.0, 483.0]",110.0,91.0,169.0,101.0,120.0,117.0,104.0,153.0
"[232.0, 483.0]",110.0,91.0,169.0,101.0,120.0,117.0,104.0,153.0
"[232.0, 485.0]",161.0,115.0,172.0,156.0,178.0,229.0,207.0,250.0
"[232.0, 485.0]",161.0,115.0,172.0,156.0,178.0,229.0,207.0,250.0
"[233.0, 487.0]",249.0,169.0,213.0,242.0,213.0,219.0,255.0,250.0
"[233.0, 488.0]",219.0,149.0,223.0,255.0,239.0,240.0,255.0,255.0
"[233.0, 489.0]",179.0,200.0,216.0,238.0,220.0,230.0,255.0,240.0
"[233.0, 490.0]",191.0,169.0,206.0,197.0,205.0,239.0,255.0,255.0
"[233.0, 491.0]",177.0,188.0,183.0,183.0,192.0,193.0,254.0,254.0
"[233.0, 491.0]",177.0,188.0,183.0,183.0,192.0,193.0,254.0,254.0
"[233.0, 492.0]",164.0,97.0,157.0,140.0,170.0,176.0,236.0,231.0
"[233.0, 494.0]",104.0,89.0,109.0,102.0,162.0,155.0,216.0,201.0
"[233.0, 494.0]",104.0,89.0,109.0,102.0,162.0,155.0,216.0,201.0
"[234.0, 496.0]",139.0,49.0,97.0,104.0,83.0,119.0,158.0,122.0
"[234.0, 497.0]",107.0,90.0,123.0,117.0,117.0,133.0,162.0,124.0
"[234.0, 497.0]",107.0,90.0,123.0,117.0,117.0,133.0,162.0,124.0
"[234.0, 498.0]",119.0,94.0,96.0,96.0,120.0,129.0,148.0,111.0
"[234.0, 500.0]",124.0,68.0,72.0,93.0,111.0,75.0,126.0,106.0
"[234.0, 501.0]",119.0,41.0,88.0,79.0,123.0,92.0,88.0,120.0
"[234.0, 502.0]",102.0,53.0,79.0,114.0,113.0,61.0,98.0,81.0
"[235.0, 503.0]",111.0,51.0,73.0,109.0,111.0,142.0,91.0,111.0
"[235.0, 503.0]",111.0,51.0,73.0,109.0,111.0,142.0,91.0,111.0
"[235.0, 505.0]",101.0,34.0,73.0,74.0,89.0,58.0,87.0,105.0
"[235.0, 506.0]",86.0,23.0,40.0,70.0,135.0,90.0,91.0,82.0
"[235.0, 506.0]",86.0,23.0,40.0,70.0,135.0,90.0,91.0,82.0
"[235.0, 508.0]",108.0,25.0,62.0,44.0,111.0,78.0,76.0,125.0
"[236.0, 509.0]",106.0,52.0,46.0,96.0,103.0,128.0,98.0,118.0
"[236.0, 510.0]",99.0,67.0,86.0,112.0,111.0,174.0,100.0,152.0
"[236.0, 511.0]",109.0,44.0,91.0,77.0,116.0,157.0,109.0,153.0
"[236.0, 512.0]",143.0,52.0,114.0,101.0,156.0,163.0,102.0,146.0
"[236.0, 513.0]",107.0,39.0,76.0,114.0,115.0,155.0,150.0,137.0
"[236.0, 514.0]",118.0,52.0,113.0,160.0,199.0,140.0,149.0,196.0
"[237.0, 515.0]",185.0,83.0,128.0,198.0,203.0,245.0,199.0,231.0
"[237.0, 516.0]",177.0,106.0,184.0,188.0,227.0,195.0,207.0,229.0
"[237.0, 517.0]",151.0,88.0,125.0,187.0,229.0,240.0,211.0,215.0
"[237.0, 517.0]",151.0,88.0,125.0,187.0,229.0,240.0,211.0,215.0
"[237.0, 519.0]",226.0,85.0,146.0,152.0,206.0,228.0,205.0,236.0
"[238.0, 519.0]",209.0,114.0,169.0,228.0,218.0,228.0,230.0,225.0
"[238.0, 521.0]",168.0,169.0,109.0,207.0,195.0,226.0,238.0,247.0
"[238.0, 522.0]",200.0,151.0,178.0,169.0,174.0,244.0,246.0,225.0
"[238.0, 523.0]",181.0,149.0,142.0,173.0,210.0,249.0,238.0,234.0
"[238.0, 524.0]",195.0,174.0,179.0,154.0,156.0,235.0,227.0,250.0
"[239.0, 525.0]",185.0,158.0,168.0,182.0,214.0,220.0,244.0,254.0
"[239.0, 526.0]",201.0,170.0,193.0,177.0,195.0,216.0,253.0,250.0
"[239.0, 527.0]",154.0,165.0,163.0,122.0,236.0,218.0,229.0,244.0
"[239.0, 528.0]",133.0,105.0,144.0,155.0,202.0,202.0,193.0,238.0
"[239.0, 529.0]",161.0,123.0,136.0,125.0,157.0,165.0,216.0,233.0
"[240.0, 530.0]",122.0,94.0,134.0,176.0,191.0,225.0,233.0,224.0
"[240.0, 531.0]",152.0,90.0,110.0,150.0,238.0,202.0,249.0,231.0
"[240.0, 532.0]",138.0,53.0,98.0,153.0,226.0,208.0,166.0,224.0
"[240.0, 533.0]",198.0,46.0,88.0,125.0,177.0,169.0,179.0,160.0
"[240.0, 534.0]",155.0,38.0,56.0,97.0,181.0,179.0,153.0,137.0
"[241.0, 535.0]",94.0,34.0,61.0,136.0,164.0,98.0,116.0,133.0
"[241.0, 536.0]",114.0,28.0,78.0,81.0,106.0,123.0,75.0,185.0
"[241.0, 537.0]",82.0,27.0,71.0,53.0,124.0,84.0,78.0,153.0
"[241.0, 538.0]",63.0,39.0,33.0,58.0,86.0,58.0,68.0,109.0
"[241.0, 539.0]",63.0,23.0,22.0,48.0,65.0,40.0,77.0,66.0
"[242.0, 540.0]",114.0,20.0,38.0,120.0,69.0,63.0,56.0,79.0
"[242.0, 541.0]",60.0,20.0,41.0,62.0,91.0,76.0,65.0,62.0
"[242.0, 542.0]",86.0,24.0,36.0,59.0,57.0,51.0,60.0,82.0
"[242.0, 543.0]",86.0,20.0,26.0,43.0,59.0,41.0,39.0,86.0
"[242.0, 544.0]",49.0,22.0,45.0,51.0,57.0,26.0,57.0,58.0
"[243.0, 545.0]",83.0,26.0,35.0,87.0,100.0,50.0,99.0,88.0
"[243.0, 546.0]",59.0,20.0,23.0,61.0,79.0,50.0,48.0,50.0
"[243.0, 546.0]",59.0,20.0,23.0,61.0,79.0,50.0,48.0,50.0
"[243.0, 548.0]",68.0,29.0,28.0,46.0,26.0,37.0,58.0,81.0
"[243.0, 549.0]",50.0,8.0,20.0,34.0,39.0,29.0,40.0,60.0
"[243.0, 550.0]",59.0,17.0,20.0,42.0,19.0,31.0,43.0,61.0
"[243.0, 551.0]",37.0,15.0,26.0,22.0,34.0,36.0,20.0,67.0
"[244.0, 552.0]",41.0,16.0,28.0,43.0,74.0,52.0,56.0,90.0
"[244.0, 553.0]",69.0,9.0,29.0,39.0,60.0,52.0,53.0,49.0
"[244.0, 554.0]",45.0,31.0,30.0,53.0,67.0,64.0,73.0,81.0
"[244.0, 555.0]",55.0,30.0,30.0,42.0,46.0,74.0,60.0,61.0
"[244.0, 556.0]",44.0,14.0,23.0,38.0,79.0,71.0,87.0,98.0
"[244.0, 557.0]",68.0,16.0,37.0,45.0,56.0,59.0,63.0,82.0
"[244.0, 558.0]",40.0,29.0,33.0,72.0,64.0,44.0,73.0,92.0
"[244.0, 559.0]",31.0,19.0,27.0,40.0,81.0,51.0,93.0,123.0
"[245.0, 560.0]",74.0,30.0,41.0,66.0,109.0,147.0,117.0,147.0
"[245.0, 561.0]",97.0,25.0,62.0,77.0,91.0,147.0,98.0,198.0
"[245.0, 562.0]",68.0,33.0,57.0,69.0,105.0,134.0,111.0,162.0
"[245.0, 563.0]",41.0,31.0,46.0,87.0,89.0,113.0,107.0,139.0
"[245.0, 564.0]",66.0,13.0,63.0,78.0,135.0,131.0,103.0,168.0
"[245.0, 564.0]",66.0,13.0,63.0,78.0,135.0,131.0,103.0,168.0
"[245.0, 566.0]",46.0,34.0,64.0,53.0,114.0,179.0,105.0,194.0
"[245.0, 567.0]",41.0,24.0,47.0,101.0,143.0,97.0,111.0,189.0
"[246.0, 568.0]",64.0,47.0,85.0,129.0,130.0,142.0,136.0,164.0
"[246.0, 568.0]",64.0,47.0,85.0,129.0,130.0,142.0,136.0,164.0
"[246.0, 570.0]",79.0,72.0,74.0,114.0,133.0,112.0,168.0,138.0
"[246.0, 570.0]",79.0,72.0,74.0,114.0,133.0,112.0,168.0,138.0
"[246.0, 571.0]",109.0,57.0,105.0,124.0,143.0,88.0,114.0,161.0
"[246.0, 573.0]",94.0,36.0,42.0,108.0,135.0,184.0,129.0,106.0
"[246.0, 574.0]",95.0,42.0,40.0,88.0,138.0,119.0,108.0,114.0
"[246.0, 575.0]",119.0,56.0,66.0,98.0,95.0,106.0,142.0,102.0
"[246.0, 576.0]",86.0,92.0,93.0,96.0,120.0,125.0,162.0,100.0
"[246.0, 577.0]",86.0,57.0,88.0,131.0,111.0,121.0,117.0,96.0
"[247.0, 578.0]",123.0,70.0,101.0,145.0,127.0,120.0,135.0,114.0
"[247.0, 579.0]",108.0,107.0,109.0,161.0,119.0,170.0,95.0,102.0
"[247.0, 579.0]",108.0,107.0,109.0,161.0,119.0,170.0,95.0,102.0
"[247.0, 581.0]",118.0,137.0,146.0,154.0,177.0,168.0,137.0,128.0
"[247.0, 582.0]",96.0,169.0,153.0,197.0,203.0,192.0,171.0,139.0
"[247.0, 583.0]",110.0,218.0,237.0,232.0,247.0,184.0,163.0,139.0
"[247.0, 584.0]",183.0,212.0,207.0,200.0,226.0,234.0,176.0,182.0
"[247.0, 585.0]",176.0,195.0,204.0,235.0,229.0,137.0,222.0,237.0
"[247.0, 586.0]",225.0,198.0,192.0,211.0,224.0,197.0,233.0,220.0
"[247.0, 586.0]",225.0,198.0,192.0,211.0,224.0,197.0,233.0,220.0
"[247.0, 588.0]",152.0,175.0,147.0,194.0,206.0,164.0,225.0,221.0
"[248.0, 589.0]",189.0,200.0,198.0,145.0,168.0,118.0,201.0,216.0
"[248.0, 589.0]",189.0,200.0,198.0,145.0,168.0,118.0,201.0,216.0
"[248.0, 591.0]",175.0,133.0,113.0,114.0,142.0,117.0,169.0,179.0
"[248.0, 592.0]",130.0,161.0,89.0,113.0,122.0,82.0,142.0,164.0
"[248.0, 593.0]",184.0,83.0,103.0,76.0,124.0,134.0,153.0,137.0
"[248.0, 594.0]",121.0,72.0,90.0,87.0,125.0,122.0,163.0,97.0
"[248.0, 595.0]",98.0,69.0,99.0,161.0,144.0,154.0,135.0,148.0
"[248.0, 596.0]",90.0,43.0,99.0,172.0,129.0,128.0,206.0,154.0
"[248.0, 597.0]",78.0,49.0,130.0,188.0,131.0,191.0,187.0,127.0
"[248.0, 598.0]",114.0,55.0,127.0,166.0,144.0,210.0,184.0,144.0
"[248.0, 599.0]",64.0,77.0,199.0,224.0,209.0,197.0,209.0,175.0
"[248.0, 600.0]",140.0,139.0,196.0,224.0,130.0,153.0,227.0,139.0
"[249.0, 601.0]",122.0,112.0,189.0,205.0,130.0,125.0,186.0,125.0
"[249.0, 602.0]",100.0,93.0,193.0,179.0,194.0,93.0,175.0,150.0
"[249.0, 603.0]",121.0,95.0,119.0,174.0,131.0,151.0,145.0,153.0
"[249.0, 604.0]",138.0,113.0,114.0,185.0,111.0,80.0,134.0,107.0
"[249.0, 605.0]",99.0,61.0,79.0,92.0,125.0,89.0,159.0,86.0
"[249.0, 606.0]",130.0,77.0,70.0,93.0,64.0,72.0,101.0,81.0
"[249.0, 607.0]",96.0,66.0,54.0,49.0,79.0,45.0,104.0,107.0
"[249.0, 608.0]",98.0,96.0,47.0,74.0,72.0,57.0,102.0,70.0
"[249.0, 609.0]",104.0,57.0,46.0,65.0,61.0,44.0,60.0,89.0
"[249.0, 610.0]",51.0,41.0,28.0,51.0,46.0,43.0,49.0,77.0
"[249.0, 611.0]",54.0,46.0,25.0,77.0,63.0,105.0,74.0,111.0
"[249.0, 612.0]",42.0,25.0,43.0,42.0,44.0,89.0,66.0,76.0
"[250.0, 612.0]",57.0,37.0,52.0,54.0,76.0,79.0,88.0,91.0
"[250.0, 613.0]",55.0,43.0,61.0,45.0,65.0,87.0,119.0,68.0
"[250.0, 615.0]",33.0,25.0,53.0,96.0,103.0,145.0,91.0,86.0
"[250.0, 616.0]",30.0,22.0,42.0,69.0,97.0,123.0,147.0,148.0
"[250.0, 617.0]",31.0,21.0,54.0,43.0,55.0,118.0,164.0,139.0
"[250.0, 618.0]",46.0,36.0,59.0,115.0,83.0,139.0,153.0,98.0
"[250.0, 619.0]",43.0,30.0,113.0,69.0,84.0,122.0,153.0,161.0
"[250.0, 619.0]",43.0,30.0,113.0,69.0,84.0,122.0,153.0,161.0
"[250.0, 620.0]",45.0,37.0,104.0,66.0,98.0,112.0,203.0,149.0
"[250.0, 622.0]",35.0,28.0,129.0,103.0,90.0,145.0,214.0,198.0
"[250.0, 622.0]",35.0,28.0,129.0,103.0,90.0,145.0,214.0,198.0
"[250.0, 623.0]",38.0,21.0,137.0,94.0,66.0,122.0,233.0,168.0
"[250.0, 625.0]",46.0,29.0,108.0,84.0,64.0,100.0,164.0,166.0
"[250.0, 625.0]",46.0,29.0,108.0,84.0,64.0,100.0,164.0,166.0
"[250.0, 627.0]",42.0,27.0,146.0,58.0,70.0,97.0,114.0,136.0
"[250.0, 628.0]",48.0,42.0,76.0,45.0,68.0,86.0,92.0,199.0
"[251.0, 628.0]",40.0,41.0,94.0,79.0,88.0,109.0,126.0,173.0
"[251.0, 630.0]",58.0,69.0,65.0,88.0,110.0,94.0,82.0,135.0
"[251.0, 631.0]",63.0,29.0,53.0,59.0,88.0,75.0,137.0,125.0
"[251.0, 631.0]",63.0,29.0,53.0,59.0,88.0,75.0,137.0,125.0
"[251.0, 633.0]",56.0,40.0,98.0,80.0,70.0,67.0,80.0,126.0
"[251.0, 634.0]",45.0,34.0,72.0,65.0,72.0,105.0,125.0,96.0
"[251.0, 635.0]",40.0,40.0,56.0,50.0,74.0,98.0,141.0,114.0
"[251.0, 636.0]",63.0,30.0,89.0,49.0,93.0,89.0,98.0,130.0
"[251.0, 637.0]",48.0,22.0,62.0,50.0,82.0,160.0,154.0,128.0
"[251.0, 638.0]",66.0,30.0,70.0,58.0,122.0,106.0,104.0,136.0
"[251.0, 639.0]",43.0,31.0,115.0,62.0,106.0,133.0,116.0,138.0
"[251.0, 639.0]",43.0,31.0,115.0,62.0,106.0,133.0,116.0,138.0
"[251.0, 641.0]",66.0,24.0,66.0,100.0,119.0,94.0,120.0,115.0
"[251.0, 642.0]",59.0,50.0,70.0,66.0,84.0,139.0,133.0,116.0
"[251.0, 643.0]",63.0,31.0,77.0,63.0,78.0,107.0,95.0,111.0
"[251.0, 643.0]",63.0,31.0,77.0,63.0,78.0,107.0,95.0,111.0
"[251.0, 645.0]",49.0,28.0,58.0,93.0,103.0,107.0,145.0,90.0
"[251.0, 646.0]",57.0,28.0,121.0,108.0,86.0,92.0,120.0,128.0
"[251.0, 647.0]",86.0,43.0,48.0,68.0,67.0,80.0,116.0,104.0
"[251.0, 648.0]",56.0,40.0,57.0,44.0,133.0,62.0,103.0,84.0
"[251.0, 649.0]",69.0,48.0,59.0,84.0,69.0,72.0,103.0,107.0
"[251.0, 650.0]",56.0,35.0,77.0,94.0,49.0,117.0,87.0,85.0
"[252.0, 651.0]",73.0,41.0,72.0,78.0,82.0,64.0,69.0,68.0
"[252.0, 652.0]",76.0,52.0,57.0,62.0,82.0,106.0,54.0,45.0
"[252.0, 653.0]",79.0,59.0,83.0,69.0,98.0,58.0,59.0,52.0
"[252.0, 654.0]",61.0,40.0,49.0,39.0,72.0,70.0,80.0,88.0
"[252.0, 655.0]",96.0,54.0,73.0,69.0,64.0,85.0,90.0,77.0
"[252.0, 656.0]",60.0,56.0,72.0,59.0,147.0,73.0,50.0,79.0
"[252.0, 657.0]",48.0,55.0,75.0,84.0,116.0,85.0,94.0,72.0
"[252.0, 658.0]",85.0,55.0,97.0,80.0,91.0,75.0,106.0,101.0
"[252.0, 659.0]",83.0,76.0,109.0,129.0,84.0,61.0,61.0,75.0
